,Anime Title,Type,Score_reference2,Episodes,Aired,Producers,Studios,Source,Genres,Score,Members,Favorites,Fav%,Source_reference,genre_reference_1,genre_reference_2,Season
1910,Kotoura-san,TV,Bad,12,"Jan 11, 2013 to Mar 29, 2013","AIC, CBC, KlockWorx, flying DOG",AIC Classic,4-koma manga,"Comedy, Drama, Romance, School",7.24,249704,989,0.396,0,4,5,1
1912,Le Chevalier D'Eon,TV,Bad,24,"Jul 2, 2006 to Feb 23, 2007","WOWOW, Shochiku, Kodansha, Sakura Create",Production I.G,Original,"Historical, Magic, Mystery, Seinen, Supernatural",7.24,48287,244,0.505,5,11,6,3
1917,Miracle Giants Doumu-kun,TV,Bad,49,"Apr 2, 1989 to Mar 25, 1990","Gallop, Yomiko Advertising",,Manga,Sports,7.24,1251,4,0.32,0,23,0,2
1921,Atashin'chi,TV,Bad,330,"Apr 19, 2002 to Sep 19, 2009","TV Asahi, Yumeta Company",Shin-Ei Animation,Manga,"Comedy, Slice of Life",7.23,3142,32,1.018,0,4,18,2
1925,Dimension W,TV,Bad,12,"Jan 10, 2016 to Mar 27, 2016","Bandai Visual, Square Enix, Lantis, Tokyo MX, Good Smile Company, Q-Tec, I Will","Orange,       Studio 3Hz",Manga,"Action, Sci-Fi, Seinen",7.23,244616,776,0.317,0,1,10,1
1927,Dragon Quest: Dai no Daibouken (2020),TV,Bad,Unknown,"Oct 3, 2020 to ?","TV Tokyo, Square Enix, Shueisha",Toei Animation,Manga,"Action, Adventure, Fantasy, Shounen",7.23,27920,922,3.302,0,1,3,4
1929,Figure 17: Tsubasa & Hikaru,TV,Bad,13,"May 27, 2001 to May 26, 2002","Bandai Visual, Genco, MediaNet",OLM,Original,"Sci-Fi, Slice of Life",7.23,10764,56,0.52,5,10,18,2
1930,Fuujin Monogatari,TV,Bad,13,"Sep 11, 2004 to Feb 26, 2005",Tohokushinsha Film Corporation,Production I.G,Original,"Slice of Life, Fantasy, Supernatural, School, Drama",7.23,13985,84,0.601,5,18,7,3
1931,Galaxy Angel 4,TV,Bad,13,"Jul 7, 2004 to Sep 29, 2004","Bandai Visual, Studio Fantasia, Studio Flag, Lantis, Broccoli","Madhouse,       feel.",Game,"Comedy, Sci-Fi",7.23,6656,11,0.165,2,4,10,3
1932,Ginga Densetsu Weed,TV,Bad,26,"Nov 3, 2005 to May 11, 2006","Nihon Ad Systems, SKY Perfect Well Think",Studio Deen,Manga,"Adventure, Drama, Shounen",7.23,11869,259,2.182,0,3,5,4
1933,Hitsugi no Chaika: Avenging Battle,TV,Bad,10,"Oct 9, 2014 to Dec 11, 2014","Kadokawa Shoten, flying DOG, Fujimi Shobo",Bones,Light novel,"Action, Adventure, Comedy, Romance, Fantasy",7.23,161775,166,0.103,1,1,3,4
1934,"Inari, Konkon, Koi Iroha.",TV,Bad,10,"Jan 16, 2014 to Mar 20, 2014","DAX Production, flying DOG",Production IMS,Manga,"Comedy, Romance, School, Seinen, Supernatural",7.23,119380,282,0.236,0,4,20,1
1935,Ixion Saga DT,TV,Bad,25,"Oct 8, 2012 to Apr 1, 2013","Sotsu, Genco",Brain's Base,Game,"Action, Comedy, Fantasy",7.23,91012,331,0.364,2,1,4,4
1936,Joukamachi no Dandelion,TV,Bad,12,"Jul 3, 2015 to Sep 18, 2015","Pony Canyon, TBS, DAX Production, Houbunsha, TC Entertainment, Docomo Anime Store, Nichion",Production IMS,4-koma manga,"Slice of Life, Comedy, Super Power, Seinen",7.23,127542,357,0.28,0,18,4,3
1937,Kaitou Joker 2nd Season,TV,Bad,13,"Apr 6, 2015 to Jun 29, 2015",Asatsu DK,Shin-Ei Animation,Manga,"Adventure, Comedy, Mystery, Shounen",7.23,4725,18,0.381,0,3,4,2
1938,Kiddy Grade,TV,Bad,24,"Oct 9, 2002 to Mar 19, 2003",gimik,Gonzo,Original,"Action, Sci-Fi, Super Power, Ecchi, Mecha",7.23,39569,277,0.7,5,1,10,4
1939,Kinnikuman,TV,Bad,137,"Apr 3, 1983 to Oct 1, 1986",Nippon Television Network,Toei Animation,Manga,"Adventure, Comedy, Sports, Shounen",7.23,8025,59,0.735,0,3,4,2
1941,Kyou no 5 no 2 (TV),TV,Bad,13,"Oct 6, 2008 to Dec 29, 2008","Starchild Records, TV Tokyo Music",Xebec,Manga,"Comedy, Ecchi, School, Seinen",7.23,30973,42,0.136,0,4,35,4
1943,Masuda Kousuke Gekijou Gag Manga Biyori 2,TV,Bad,12,"Aug 5, 2006 to Oct 21, 2006","Bandai Visual, SKY Perfect Well Think, Kids Station, DAX Production",Artland,Manga,Comedy,7.23,2695,2,0.074,0,4,0,3
1944,Mobile Suit Gundam SEED Destiny,TV,Bad,50,"Oct 9, 2004 to Oct 1, 2005","Sotsu, Mainichi Broadcasting System, Sony Music Entertainment",Sunrise,Original,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",7.23,87800,1192,1.358,5,1,5,4
1945,Myself; Yourself,TV,Bad,13,"Oct 3, 2007 to Dec 26, 2007","Marvelous, Pony Canyon, Happinet Pictures, 5pb.",Doga Kobo,Visual novel,"Drama, Romance, School",7.23,159977,820,0.513,1,5,20,4
1947,Oh! Edo Rocket,TV,Bad,26,"Apr 4, 2007 to Sep 26, 2007","Sunny Side Up, Index, Universal Pictures Japan",Madhouse,Other,"Comedy, Drama, Fantasy, Historical, Sci-Fi",7.23,10794,30,0.278,3,4,5,2
1951,Saiyuuki Reload Blast,TV,Bad,12,"Jul 5, 2017 to Sep 20, 2017","Studio Pierrot, Dentsu, Frontier Works, Lantis, Media Factory, AT-X, Ichijinsha",Platinum Vision,Manga,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",7.23,32051,176,0.549,0,1,3,3
1952,Sei Juushi Bismarck,TV,Bad,51,"Oct 7, 1984 to Sep 29, 1985",Nippon Television Network,Studio Pierrot,Original,"Action, Sci-Fi, Adventure, Space, Mecha",7.23,4304,32,0.743,5,1,10,4
1954,Sola,TV,Bad,13,"Apr 7, 2007 to Jun 30, 2007",Lantis,Nomad,Manga,"Drama, Romance, Slice of Life, Supernatural",7.23,89434,427,0.477,0,5,20,2
1955,Tactics,TV,Bad,25,"Oct 6, 2004 to Mar 30, 2005","Studio Izena, MediaNet",Studio Deen,Manga,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",7.23,35890,181,0.504,0,15,4,4
1956,Tantei Opera Milky Holmes Dai 2 Maku,TV,Bad,12,"Jan 5, 2012 to Mar 22, 2012","Sotsu, Lantis, Dwango, Bushiroad, Good Smile Company, Chrono Gear Creative","J.C.Staff,       Artland",Original,"Mystery, Comedy, Super Power",7.23,15911,68,0.427,5,15,4,1
1964,Rokudenashi Majutsu Koushi to Akashic Records,TV,Bad,12,"Apr 4, 2017 to Jun 20, 2017","Media Factory, AT-X, Kadokawa Pictures Japan, Ultra Super Pictures, Tohokushinsha Film Corporation, Sony Music Communications, Fujimi Shobo, Kanetsu Investment",LIDENFILMS,Light novel,"Action, Magic, Fantasy, School",7.22,437714,2448,0.559,1,1,6,2
1967,Sentou Mecha Xabungle,TV,Bad,50,"Feb 6, 1982 to Jan 29, 1983",Sotsu,Sunrise,Original,"Military, Sci-Fi, Mecha, Shounen",7.22,3621,27,0.746,5,2,10,1
1968,Taiho Shichau zo: Full Throttle,TV,Bad,23,"Oct 5, 2007 to Mar 28, 2008",TBS,Studio Deen,Manga,"Action, Comedy, Police, Shounen",7.22,7674,5,0.065,0,1,4,4
1971,Vandread,TV,Bad,13,"Oct 3, 2000 to Dec 19, 2000","GDH, Dentsu, Media Factory",Gonzo,Original,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",7.22,71981,426,0.592,5,1,35,4
1972,Wagaya no Oinari-sama.,TV,Bad,24,"Apr 7, 2008 to Sep 15, 2008","Kadokawa Shoten, NTT Docomo",Zexcs,Light novel,"Adventure, Fantasy, Shounen, Supernatural",7.22,28761,83,0.289,1,3,7,2
1981,Denki-gai no Honya-san,TV,Bad,12,"Oct 2, 2014 to Dec 18, 2014","Sotsu, Pony Canyon, DAX Production, Comic Umenohone, Mobcast",Shin-Ei Animation,Manga,"Comedy, Seinen, Slice of Life",7.22,105394,256,0.243,0,4,17,4
1987,Kuromukuro,TV,Bad,26,"Apr 7, 2016 to Sep 29, 2016","Sotsu, Pony Canyon, AT-X, KlockWorx, Tokyo MX, Medicos Entertainment, Infinite",P.A. Works,Original,"Action, Sci-Fi, Mecha",7.22,105465,361,0.342,5,1,10,2
1988,Kyoro-chan,TV,Bad,91,"Jul 1, 1999 to Mar 29, 2001","TV Tokyo, Aniplex",Group TAC,Other,"Adventure, Comedy, Fantasy",7.22,2048,23,1.123,3,3,4,3
1994,Moyashimon Returns,TV,Bad,11,"Jul 6, 2012 to Sep 14, 2012","Aniplex, Dentsu, Kodansha, Fuji TV","Telecom Animation Film,       Shirogumi",Manga,"Comedy, Supernatural, School, Seinen",7.22,21858,15,0.069,0,4,19,3
2001,D.N.Angel,TV,Bad,26,"Apr 3, 2003 to Sep 25, 2003",Kadokawa Shoten,Xebec,Manga,"Action, Comedy, Magic, Romance, Fantasy, School, Shoujo",7.21,163979,1503,0.917,0,1,4,2
2002,Days (TV),TV,Bad,24,"Jul 2, 2016 to Dec 18, 2016","Dentsu, Animax, Mainichi Broadcasting System, Pony Canyon, Kodansha, Tokyo MX, Lawson HMV Entertainment, BS11, Animatic, Techno Sound",MAPPA,Manga,"Sports, School, Shounen",7.21,104237,390,0.374,0,23,24,3
2009,Ganbarist! Shun,TV,Bad,30,"Jul 1, 1996 to Mar 10, 1997",Yomiuri Telecasting,Sunrise,Manga,"Comedy, Shounen, Sports",7.21,2705,13,0.481,0,4,8,3
2019,Kujira no Kora wa Sajou ni Utau,TV,Bad,12,"Oct 8, 2017 to Dec 24, 2017","Bandai Visual, Lantis, Magic Capsule, Hakuhodo DY Music & Pictures, Akita Shoten, Sony PCL, Contents Seed",J.C.Staff,Manga,"Mystery, Super Power, Drama, Fantasy, Shoujo",7.21,153472,661,0.431,0,15,14,4
2022,Mama wa Shougaku 4 Nensei,TV,Bad,51,"Jan 10, 1992 to Dec 25, 1992",,Sunrise,Original,"Comedy, Drama, Sci-Fi",7.21,4005,23,0.574,5,4,5,1
2023,Masuda Kousuke Gekijou Gag Manga Biyori,TV,Bad,12,"Feb 7, 2005 to Apr 25, 2005","Bandai Visual, SKY Perfect Well Think, Kids Station, DAX Production",Artland,Manga,"Comedy, Parody",7.21,7754,55,0.709,0,4,12,1
2025,Mouryou no Hako,TV,Bad,13,"Oct 8, 2008 to Dec 31, 2008","VAP, Kadokawa Shoten, Nippon Television Network",Madhouse,Novel,"Mystery, Psychological, Supernatural, Thriller, Seinen",7.21,51580,218,0.423,0,15,26,4
2026,Nyan Koi!,TV,Bad,12,"Oct 2, 2009 to Dec 18, 2009","Pony Canyon, TBS, Movic, Flex Comix",AIC,Manga,"Harem, Comedy, Romance",7.21,216740,615,0.284,0,39,4,4
2027,Ojamajo Doremi,TV,Bad,51,"Feb 7, 1999 to Jan 30, 2000",Asahi Broadcasting,Toei Animation,Original,"Comedy, Magic",7.21,37587,468,1.245,5,4,6,1
2031,Phi Brain: Kami no Puzzle,TV,Bad,25,"Oct 2, 2011 to Apr 1, 2012",NHK,Sunrise,Original,"Action, Game, Mystery, Shounen",7.21,93256,239,0.256,5,1,16,4
2034,Rumiko Takahashi Anthology,TV,Bad,13,"Jul 6, 2003 to Sep 28, 2003",Tokyo Movie Shinsha,,Manga,"Comedy, Drama, Romance, Shounen, Slice of Life, Supernatural",7.21,5557,4,0.072,0,4,5,3
2037,Shin Shirayuki-hime Densetsu Prétear,TV,Bad,13,"Apr 4, 2001 to Jun 27, 2001","Kadokawa Shoten, Rondo Robe",Hal Film Maker,Manga,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power",7.21,52030,445,0.855,0,4,5,2
2039,SSSS.Gridman,TV,Bad,12,"Oct 7, 2018 to Dec 23, 2018","Mainichi Broadcasting System, Pony Canyon, Tsuburaya Productions, KlockWorx, Ultra Super Pictures, Graphinica, Docomo Anime Store, Fields, BS11",Trigger,Original,"Action, Sci-Fi, Mecha",7.21,185731,862,0.464,5,1,10,4
2041,Tears to Tiara,TV,Bad,26,"Apr 6, 2009 to Sep 28, 2009","Dwango, Bushiroad, Showgate, Good Smile Company",White Fox,Visual novel,"Action, Adventure, Fantasy, Magic",7.21,68018,185,0.272,1,1,3,2
2044,Uta no☆Prince-sama♪ Maji Love Legend Star,TV,Bad,13,"Oct 2, 2016 to Dec 25, 2016","Broccoli, Movic, MAGES., Hakuhodo DY Music & Pictures, King Records",A-1 Pictures,Visual novel,"Harem, Music, Comedy, Romance, Shoujo",7.21,31015,230,0.742,1,39,28,4
2047,Yu☆Gi☆Oh!,TV,Bad,27,"Apr 4, 1998 to Oct 10, 1998",Nihon Ad Systems,Toei Animation,Manga,"Action, Game, Comedy, Fantasy, Shounen",7.21,168871,1051,0.622,0,1,16,2
2049,Nogizaka Haruka no Himitsu: Purezza,TV,Bad,12,"Oct 6, 2009 to Dec 22, 2009","ASCII Media Works, Studio Mausu, Studio Jack",Diomedea,Light novel,"Comedy, Ecchi, Romance",7.2,61989,98,0.158,1,4,35,4
2050,Onegai My Melody: Kuru Kuru Shuffle!,TV,Bad,52,"Apr 2, 2006 to Mar 25, 2007",Sanrio,Studio Comet,Unknown,"Fantasy, Magic, Comedy",7.2,3289,19,0.578,3,7,6,2
2051,Ookami Shoujo to Kuro Ouji,TV,Bad,12,"Oct 5, 2014 to Dec 21, 2014","VAP, Yomiuri Telecasting, Nippon Television Network",TYO Animations,Manga,"Comedy, Romance, School, Shoujo",7.2,313455,1631,0.52,0,4,20,4
2052,Pokemon Diamond & Pearl,TV,Bad,191,"Sep 28, 2006 to Sep 9, 2010","TV Tokyo, Shogakukan-Shueisha Productions, SoftX, Nintendo, Studio Jack",OLM,Game,"Action, Adventure, Comedy, Fantasy, Kids",7.2,96178,386,0.401,2,1,3,3
2055,Rokujouma no Shinryakusha!? (TV),TV,Bad,12,"Jul 12, 2014 to Sep 27, 2014","Genco, Showgate",Silver Link.,Light novel,"Harem, Comedy, Supernatural, School",7.2,143642,374,0.26,1,39,4,3
2056,Ryuugajou Nanana no Maizoukin (TV),TV,Bad,11,"Apr 11, 2014 to Jun 20, 2014","Aniplex, Dentsu, Movic, Fuji TV, BIGLOBE, Kyoraku Industrial Holdings",A-1 Pictures,Light novel,"Adventure, Comedy, Mystery, Supernatural",7.2,188440,301,0.16,1,3,4,2
2059,Shinkyoku Soukai Polyphonica Crimson S,TV,Bad,12,"Apr 5, 2009 to Jun 21, 2009","Lantis, Yomiko Advertising, Pony Canyon, Magic Capsule, SoftBank Creative, T.O Entertainment",Diomedea,Light novel,"Drama, Fantasy, Music, Romance, School",7.2,22016,45,0.204,1,5,7,2
2062,The iDOLM@STER SideM,TV,Bad,13,"Oct 7, 2017 to Dec 30, 2017","Aniplex, Lantis, Bandai Namco Live Creative, Bandai Namco Entertainment, ABC Animation",A-1 Pictures,Game,Music,7.2,16422,124,0.755,2,28,0,4
2063,Toaru Hikuushi e no Koiuta,TV,Bad,13,"Jan 6, 2014 to Mar 31, 2014","Bandai Visual, Sotsu, DAX Production, 3xCube, ZERO-A, Sammy, NichiNare, Toppan Printing",TMS Entertainment,Light novel,"Adventure, Drama, Romance",7.2,84058,209,0.249,1,3,5,1
2065,Trinity Seven,TV,Bad,12,"Oct 8, 2014 to Dec 24, 2014","TV Tokyo, Sotsu, Plum, Kadokawa Shoten, AT-X, Studio Mausu, Avex Pictures, Q-Tec, Docomo Anime Store, DeNA",Seven Arcs Pictures,Manga,"Action, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School, Shounen",7.2,561553,3349,0.596,0,1,39,4
2067,Black Bullet,TV,Bad,13,"Apr 8, 2014 to Jul 1, 2014","Geneon Universal Entertainment, AT-X, Showgate, NBCUniversal Entertainment Japan","Kinema Citrus,       Orange",Light novel,"Action, Sci-Fi, Mystery, Seinen",7.2,670905,3551,0.529,1,1,10,2
2069,Dae Jang Geum: Jang Geum's Dream,TV,Bad,26,"Oct 29, 2005 to Apr 29, 2006",Heewon Entertainment,,Other,"Adventure, Comedy, Historical",7.2,2682,20,0.746,3,3,4,4
2070,Dokidoki♡Densetsu: Mahoujin Guruguru,TV,Bad,38,"Apr 4, 2000 to Dec 26, 2000","TV Tokyo, Sotsu",Nippon Animation,Manga,"Adventure, Comedy, Magic, Fantasy, Shounen",7.2,3198,9,0.281,0,3,4,2
2072,Druaga no Tou: The Aegis of Uruk,TV,Bad,12,"Apr 5, 2008 to Jun 21, 2008","Dentsu, Sotsu Music Publishing",Gonzo,Game,"Adventure, Comedy, Fantasy",7.2,102178,219,0.214,2,3,4,2
2075,Guin Saga,TV,Bad,26,"Apr 5, 2009 to Sep 27, 2009",Aniplex,Satelight,Light novel,"Adventure, Fantasy",7.2,37370,125,0.334,1,3,7,2
2077,Himouto! Umaru-chan,TV,Bad,12,"Jul 9, 2015 to Sep 24, 2015","AT-X, TOHO animation, Good Smile Company, Shueisha, BS11, Jinnan Studio, RAY",Doga Kobo,Manga,"Comedy, School, Seinen, Slice of Life",7.2,451251,3775,0.837,0,4,24,3
2080,Kaitou Joker 3rd Season,TV,Bad,13,"Apr 4, 2016 to Jun 27, 2016","Vega Entertainment, Asatsu DK, Kids Station, Half H.P Studio, Tokyo MX",Shin-Ei Animation,Manga,"Adventure, Comedy, Mystery, Shounen",7.2,3712,17,0.458,0,3,4,2
2081,Kaze no Youjinbou,TV,Bad,25,"Oct 2, 2001 to Mar 26, 2002",,Studio Pierrot,Original,"Action, Mystery, Drama, Shounen",7.2,10313,28,0.272,5,1,15,4
2083,Kyoukai no Rinne (TV) 2nd Season,TV,Bad,25,"Apr 9, 2016 to Sep 24, 2016","Shogakukan-Shueisha Productions, NHK, Shogakukan",Brain's Base,Manga,"Comedy, Supernatural, Romance, School, Shounen",7.2,28703,32,0.111,0,4,19,2
2087,Madan no Ou to Vanadis,TV,Bad,13,"Oct 4, 2014 to Dec 27, 2014","Media Factory, Movic",Satelight,Light novel,"Adventure, Ecchi, Fantasy, Harem, Romance",7.2,251932,848,0.337,1,3,35,4
2088,Mangaka-san to Assistant-san to The Animation,TV,Bad,12,"Apr 8, 2014 to Jun 24, 2014","Lantis, Magic Capsule, Showgate",Zexcs,4-koma manga,"Harem, Slice of Life, Comedy, Ecchi, Seinen",7.2,211870,399,0.188,0,39,18,2
2092,Aoharu x Kikanjuu,TV,Bad,12,"Jul 3, 2015 to Sep 18, 2015","TBS, DAX Production, chara-ani.com, Sony Music Communications, King Records, NichiNare",Brain's Base,Manga,"Action, Comedy, Sports, Shounen",7.19,177401,1264,0.713,0,1,4,3
2093,Arabian Nights: Sindbad no Bouken (TV),TV,Bad,52,"Oct 1, 1975 to Sep 29, 1976",Studio Jack,Nippon Animation,Book,"Adventure, Fantasy, Magic, Romance",7.19,5051,21,0.416,1,3,7,4
2095,Cardfight!! Vanguard: Link Joker-hen,TV,Bad,59,"Jan 13, 2013 to Mar 2, 2014","TV Tokyo, Dentsu, Sotsu, Bushiroad",TMS Entertainment,Original,"Action, Adventure, Demons, Game, Shounen",7.19,16121,71,0.44,5,1,3,1
2096,Chibi Maruko-chan (1995),TV,Bad,Unknown,"Jan 8, 1995 to ?",Sakura Production,Nippon Animation,Manga,"Slice of Life, Comedy, Kids, School",7.19,2838,24,0.846,0,18,4,1
2097,Denpa Onna to Seishun Otoko,TV,Bad,12,"Apr 15, 2011 to Jul 1, 2011","Starchild Records, TBS",Shaft,Light novel,"Sci-Fi, Slice of Life, Comedy",7.19,242178,1022,0.422,1,10,18,2
2100,Galaxy Angel Z,TV,Bad,9,"Feb 3, 2002 to Mar 31, 2002","Bandai Visual, Broccoli",Madhouse,Original,"Sci-Fi, Comedy",7.19,8570,11,0.128,5,10,4,1
2101,Gear Fighter Dendoh,TV,Bad,38,"Oct 4, 2000 to Jun 27, 2001",Yomiko Advertising,Sunrise,Unknown,"Action, Adventure, Mecha, School, Sci-Fi, Space",7.19,2575,13,0.505,3,1,3,4
2103,GS Mikami,TV,Bad,45,"Apr 11, 1993 to Mar 6, 1994",,Toei Animation,Manga,"Comedy, Supernatural",7.19,9477,32,0.338,0,4,19,2
2104,Inazuma Eleven Go: Chrono Stone,TV,Bad,51,"Apr 18, 2012 to May 1, 2013",,OLM,Game,"Sports, Super Power, Shounen",7.19,34511,286,0.829,2,23,14,2
2105,Kakumeiki Valvrave,TV,Bad,12,"Apr 12, 2013 to Jun 28, 2013","Aniplex, Dentsu, Mainichi Broadcasting System, Movic, Bandai, Bandai Namco Entertainment",Sunrise,Original,"Action, Military, Space, Mecha",7.19,140026,689,0.492,5,1,2,2
2106,Kenran Butou Sai: The Mars Daybreak,TV,Bad,26,"Apr 1, 2004 to Sep 23, 2004",,Bones,Original,"Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen",7.19,18401,33,0.179,5,3,4,2
2107,Kimi ga Aruji de Shitsuji ga Ore de,TV,Bad,13,"Jan 6, 2008 to Mar 30, 2008","Lantis, Studio Jack, Good Smile Company",A.C.G.T.,Visual novel,"Comedy, Ecchi, Harem, Parody, Romance",7.19,97542,230,0.236,1,4,35,1
2108,Mahoromatic: Automatic Maiden,TV,Bad,12,"Oct 5, 2001 to Dec 28, 2001","TBS, Pioneer LDC","Gainax,       Shaft",Manga,"Comedy, Ecchi, Military, Romance, Sci-Fi",7.19,52247,194,0.371,0,4,35,4
2111,Onegai☆Teacher,TV,Bad,12,"Jan 10, 2002 to Mar 28, 2002","Bandai Visual, Genco",Daume,Original,"Sci-Fi, Comedy, Drama, Romance, School",7.19,143290,910,0.635,5,10,4,1
2112,Pumpkin Scissors,TV,Bad,24,"Oct 3, 2006 to Mar 18, 2007","GDH, Sotsu Music Publishing","Gonzo,       AIC",Manga,"Action, Comedy, Drama, Military",7.19,34843,116,0.333,0,1,4,4
2117,Shin Taketori Monogatari: 1000-nen Joou,TV,Bad,42,"Apr 16, 1981 to Mar 25, 1982",Fuji TV,Toei Animation,Manga,"Sci-Fi, Mystery, Drama",7.19,3864,24,0.621,0,10,15,2
2118,Tenchi Muyou! GXP,TV,Bad,26,"Apr 2, 2002 to Sep 25, 2002",VAP,AIC,Original,"Action, Comedy, Harem, Mecha, Police, Sci-Fi, Shounen, Space",7.19,25429,132,0.519,5,1,4,2
2120,The God of High School,TV,Bad,13,"Jul 6, 2020 to Sep 28, 2020","Sola Entertainment, Naver Webtoons",MAPPA,Web manga,"Action, Sci-Fi, Adventure, Comedy, Supernatural, Martial Arts, Fantasy",7.19,379241,2590,0.683,0,1,10,3
2122,Toushou Daimos,TV,Bad,44,"Apr 1, 1978 to Jan 27, 1979",Studio Nue,"Sunrise,       Toei Animation",Unknown,"Adventure, Drama, Mecha, Romance, Sci-Fi, Shounen",7.19,4423,26,0.588,3,3,5,2
2123,Ultra Maniac,TV,Bad,26,"May 20, 2003 to Nov 11, 2003","WAO World, Studio Jack",Production Reed,Manga,"Comedy, Magic, Romance, School, Shoujo",7.19,26994,134,0.496,0,4,6,2
2126,Saishuu Heiki Kanojo,TV,Bad,13,"Jul 2, 2002 to Sep 24, 2002","Toei Video, Toshiba EMI, Tohokushinsha Film Corporation",Gonzo,Manga,"Drama, Military, Romance, School, Sci-Fi",7.18,81113,562,0.693,0,5,2,3
2129,Shin Hakkenden,TV,Bad,26,"Apr 3, 1999 to Sep 25, 1999",TV Tokyo,Public & Basic,Unknown,"Action, Adventure, Martial Arts, Sci-Fi",7.18,4797,21,0.438,3,1,3,2
2133,Tokimeki Tonight,TV,Bad,34,"Oct 7, 1982 to Sep 22, 1983",Toho,Group TAC,Manga,"Comedy, Fantasy, Romance, Shoujo, Vampire",7.18,6546,35,0.535,0,4,7,4
2135,Youkai Apartment no Yuuga na Nichijou,TV,Bad,26,"Jul 3, 2017 to Dec 25, 2017","TMS Entertainment, Kodansha, Asmik Ace, JR East Marketing & Communications, Sumitomo",Shin-Ei Animation,Light novel,"Slice of Life, Mystery, Supernatural",7.18,54161,211,0.39,1,18,15,3
2136,Arte,TV,Bad,12,"Apr 4, 2020 to Jun 20, 2020","MediaNet, Toei Video, KlockWorx, flying DOG, Nikkatsu, Asmik Ace, BS Fuji, NBCUniversal Entertainment Japan, Tokyo MX, Glovision, North Stars Pictures, RAY, Muse Communication",Seven Arcs,Manga,"Drama, Historical, Romance, Seinen, Slice of Life",7.18,71507,173,0.242,0,5,11,2
2138,Buddy Complex,TV,Bad,13,"Jan 6, 2014 to Mar 31, 2014","Bandai Visual, Lantis, Bandai Namco Live Creative, Bandai Namco Games, Banpresto, Bandai Channel",Sunrise,Original,"Action, Sci-Fi, Mecha",7.18,69852,194,0.278,5,1,10,1
2142,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,TV,Bad,24,"Apr 3, 2011 to Sep 25, 2011",TV Asahi,Toei Animation,Original,"Action, Adventure, Fantasy, Comedy, Shounen",7.18,21156,50,0.236,5,1,3,2
2144,Garo: Vanishing Line,TV,Bad,24,"Oct 7, 2017 to Mar 31, 2018",Tohokushinsha Film Corporation,MAPPA,Original,"Action, Demons, Supernatural, Fantasy",7.18,57118,116,0.203,5,1,31,4
2145,Gingitsune,TV,Bad,12,"Oct 7, 2013 to Dec 23, 2013","TV Tokyo, Lantis, MediaNet, Pony Canyon, Movic, AT-X, KlockWorx, Glovision, Shueisha",Diomedea,Manga,"Seinen, Slice of Life, Supernatural",7.18,48379,91,0.188,0,17,18,4
2151,HeatGuy J,TV,Bad,25,"Oct 2, 2002 to Mar 26, 2003","Bandai Visual, TBS",Satelight,Original,"Action, Adventure, Mecha, Police, Sci-Fi",7.18,15216,62,0.407,5,1,3,4
2155,Karin,TV,Bad,24,"Nov 3, 2005 to May 11, 2006","WOWOW, Frontier Works, Kadokawa Shoten, Half H.P Studio",J.C.Staff,Manga,"Comedy, Romance, Vampire, School, Shounen",7.18,149957,857,0.571,0,4,20,4
2158,Mahoromatic: Motto Utsukushii Mono,TV,Bad,14,"Sep 26, 2002 to Jan 16, 2003",Pioneer LDC,"Gainax,       Shaft",Manga,"Military, Sci-Fi, Comedy, Drama, Romance, Ecchi",7.18,28245,42,0.149,0,2,10,3
2159,Mahou Senshi Louie,TV,Bad,24,"Apr 3, 2001 to Sep 18, 2001",,J.C.Staff,Light novel,"Adventure, Comedy, Fantasy, Magic, Shounen",7.18,17813,69,0.387,1,3,4,2
2160,Majutsushi Orphen,TV,Bad,24,"Oct 3, 1998 to Mar 27, 1999","Kadokawa Shoten, TBS",J.C.Staff,Light novel,"Action, Adventure, Comedy, Demons, Fantasy, Magic",7.18,34015,171,0.503,1,1,3,4
2161,Mikan Enikki,TV,Bad,30,"Oct 16, 1992 to Jun 18, 1993",,Nippon Animation,Manga,"Slice of Life, Comedy, Romance, Shoujo",7.18,2148,20,0.931,0,18,4,4
2162,Moonlight Mile 1st Season: Lift Off,TV,Bad,12,"Mar 4, 2007 to May 27, 2007",,Studio Hibari,Manga,"Adventure, Drama, Sci-Fi, Space",7.18,9019,18,0.2,0,3,5,1
2163,Ai Yori Aoshi: Enishi,TV,Bad,12,"Oct 13, 2003 to Dec 29, 2003","Geneon Universal Entertainment, Rondo Robe, Movic, Cosmic Ray",J.C.Staff,Manga,"Comedy, Drama, Harem, Romance, Slice of Life",7.17,50337,87,0.173,0,4,5,4
2164,Aoi Hana,TV,Bad,11,"Jul 2, 2009 to Sep 10, 2009","Fuji TV, Fujipacific Music",J.C.Staff,Manga,"Romance, Shoujo Ai, Slice of Life",7.17,75061,377,0.502,0,20,37,3
